	Sentence	Argument
to	I-Premise	I-Arg	Y	SP: 8	Sentence: 2326	Doc: essay176
inspire	I-Premise	I-Arg	Y	SP: 8	Sentence: 2326	Doc: essay176
us	I-Premise	I-Arg	Y	SP: 8	Sentence: 2326	Doc: essay176
!	O	O	Y	SP: 8	Sentence: 2326	Doc: essay176
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
In	B-Premise	B-Arg	Y	SP: 9	Sentence: 2327	Doc: essay176
my	I-Premise	I-Arg	Y	SP: 9	Sentence: 2327	Doc: essay176
city	I-Premise	I-Arg	Y	SP: 9	Sentence: 2327	Doc: essay176
,	I-Premise	I-Arg	Y	SP: 9	Sentence: 2327	Doc: essay176
National	I-Premise	I-Arg	Y	SP: 9	Sentence: 2327	Doc: essay176
Palace	I-Premise	I-Arg	Y	SP: 9	Sentence: 2327	Doc: essay176
Museum	I-Premise	I-Arg	Y	SP: 9	Sentence: 2327	Doc: essay176
is	I-Premise	I-Arg	Y	SP: 9	Sentence: 2327	Doc: essay176
celebrated	I-Premise	I-Arg	Y	SP: 9	Sentence: 2327	Doc: essay176
for	I-Premise	I-Arg	Y	SP: 9	Sentence: 2327	Doc: essay176
collection	I-Premise	I-Arg	Y	SP: 9	Sentence: 2327	Doc: essay176
of	I-Premise	I-Arg	Y	SP: 9	Sentence: 2327	Doc: essay176
ancient	I-Premise	I-Arg	Y	SP: 9	Sentence: 2327	Doc: essay176
Chinese	I-Premise	I-Arg	Y	SP: 9	Sentence: 2327	Doc: essay176
artifacts	I-Premise	I-Arg	Y	SP: 9	Sentence: 2327	Doc: essay176
.	O	O	Y	SP: 9	Sentence: 2327	Doc: essay176
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
To	B-Premise	B-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
my	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
astonishment	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
,	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
Jadeite	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
cabbage	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
is	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
the	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
most	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
famous	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
artistic	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
work	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
,	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
which	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
is	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
made	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
of	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
jade	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
,	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
is	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
vividly	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
shown	I-Premise	I-Arg	Y	SP: 10	Sentence: 2328	Doc: essay176
.	O	O	Y	SP: 10	Sentence: 2328	Doc: essay176
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
Moreover	O	O	Y	SP: 11	Sentence: 2329	Doc: essay176
,	O	O	Y	SP: 11	Sentence: 2329	Doc: essay176
a	B-Claim	B-Arg	Y	SP: 11	Sentence: 2329	Doc: essay176
local	I-Claim	I-Arg	Y	SP: 11	Sentence: 2329	Doc: essay176
museum	I-Claim	I-Arg	Y	SP: 11	Sentence: 2329	Doc: essay176
could	I-Claim	I-Arg	Y	SP: 11	Sentence: 2329	Doc: essay176
be	I-Claim	I-Arg	Y	SP: 11	Sentence: 2329	Doc: essay176
a	I-Claim	I-Arg	Y	SP: 11	Sentence: 2329	Doc: essay176
top	I-Claim	I-Arg	Y	SP: 11	Sentence: 2329	Doc: essay176
choice	I-Claim	I-Arg	Y	SP: 11	Sentence: 2329	Doc: essay176
and	I-Claim	I-Arg	Y	SP: 11	Sentence: 2329	Doc: essay176
destination	I-Claim	I-Arg	Y	SP: 11	Sentence: 2329	Doc: essay176
for	I-Claim	I-Arg	Y	SP: 11	Sentence: 2329	Doc: essay176
tourist	I-Claim	I-Arg	Y	SP: 11	Sentence: 2329	Doc: essay176
to	I-Claim	I-Arg	Y	SP: 11	Sentence: 2329	Doc: essay176
visit	I-Claim	I-Arg	Y	SP: 11	Sentence: 2329	Doc: essay176
.	O	O	Y	SP: 11	Sentence: 2329	Doc: essay176
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
Someone	B-Premise	B-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
take	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
a	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
trip	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
without	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
making	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
any	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
plans	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
,	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
so	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
they	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
may	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
waste	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
their	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
time	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
on	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
shopping	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
or	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
staying	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
at	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
their	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
hotel	I-Premise	I-Arg	Y	SP: 12	Sentence: 2330	Doc: essay176
.	O	O	Y	SP: 12	Sentence: 2330	Doc: essay176
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
As	O	O	Y	SP: 13	Sentence: 2331	Doc: essay176
a	O	O	Y	SP: 13	Sentence: 2331	Doc: essay176
result	O	O	Y	SP: 13	Sentence: 2331	Doc: essay176
,	O	O	Y	SP: 13	Sentence: 2331	Doc: essay176
visiting	B-Premise	B-Arg	Y	SP: 13	Sentence: 2331	Doc: essay176
a	I-Premise	I-Arg	Y	SP: 13	Sentence: 2331	Doc: essay176
museum	I-Premise	I-Arg	Y	SP: 13	Sentence: 2331	Doc: essay176
saves	I-Premise	I-Arg	Y	SP: 13	Sentence: 2331	Doc: essay176
their	I-Premise	I-Arg	Y	SP: 13	Sentence: 2331	Doc: essay176
precious	I-Premise	I-Arg	Y	SP: 13	Sentence: 2331	Doc: essay176
time	I-Premise	I-Arg	Y	SP: 13	Sentence: 2331	Doc: essay176
for	I-Premise	I-Arg	Y	SP: 13	Sentence: 2331	Doc: essay176
making	I-Premise	I-Arg	Y	SP: 13	Sentence: 2331	Doc: essay176
a	I-Premise	I-Arg	Y	SP: 13	Sentence: 2331	Doc: essay176
decision	I-Premise	I-Arg	Y	SP: 13	Sentence: 2331	Doc: essay176
.	O	O	Y	SP: 13	Sentence: 2331	Doc: essay176
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
Most	O	O	Y	SP: 14	Sentence: 2332	Doc: essay176
important	O	O	Y	SP: 14	Sentence: 2332	Doc: essay176
of	O	O	Y	SP: 14	Sentence: 2332	Doc: essay176
all	O	O	Y	SP: 14	Sentence: 2332	Doc: essay176
,	O	O	Y	SP: 14	Sentence: 2332	Doc: essay176
a	B-Premise	B-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
local	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
museum	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
represent	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
its	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
own	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
typical	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
culture	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
so	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
that	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
visitors	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
may	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
easily	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
acquaint	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
with	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
the	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
new	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
place	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
in	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
a	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
short	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
time	I-Premise	I-Arg	Y	SP: 14	Sentence: 2332	Doc: essay176
.	O	O	Y	SP: 14	Sentence: 2332	Doc: essay176
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
For	O	O	Y	SP: 15	Sentence: 2333	Doc: essay176
the	O	O	Y	SP: 15	Sentence: 2333	Doc: essay176
above	O	O	Y	SP: 15	Sentence: 2333	Doc: essay176
reasons	O	O	Y	SP: 15	Sentence: 2333	Doc: essay176
,	O	O	Y	SP: 15	Sentence: 2333	Doc: essay176
if	B-MajorClaim	B-Arg	Y	SP: 15	Sentence: 2333	Doc: essay176
we	I-MajorClaim	I-Arg	Y	SP: 15	Sentence: 2333	Doc: essay176
have	I-MajorClaim	I-Arg	Y	SP: 15	Sentence: 2333	Doc: essay176
a	I-MajorClaim	I-Arg	Y	SP: 15	Sentence: 2333	Doc: essay176
chance	I-MajorClaim	I-Arg	Y	SP: 15	Sentence: 2333	Doc: essay176
to	I-MajorClaim	I-Arg	Y	SP: 15	Sentence: 2333	Doc: essay176
visit	I-MajorClaim	I-Arg	Y	SP: 15	Sentence: 2333	Doc: essay176
top	I-MajorClaim	I-Arg	Y	SP: 15	Sentence: 2333	Doc: essay176
museums	I-MajorClaim	I-Arg	Y	SP: 15	Sentence: 2333	Doc: essay176
in	I-MajorClaim	I-Arg	Y	SP: 15	Sentence: 2333	Doc: essay176
the	I-MajorClaim	I-Arg	Y	SP: 15	Sentence: 2333	Doc: essay176
world	I-MajorClaim	I-Arg	Y	SP: 15	Sentence: 2333	Doc: essay176
,	I-MajorClaim	I-Arg	Y	SP: 15	Sentence: 2333	Doc: essay176
we	I-MajorClaim	I-Arg	Y	SP: 15	Sentence: 2333	Doc: essay176
must	I-MajorClaim	I-Arg	Y	SP: 15	Sentence: 2333	Doc: essay176
stop	I-MajorClaim	I-Arg	Y	SP: 15	Sentence: 2333	Doc: essay176
by	I-MajorClaim	I-Arg	Y	SP: 15	Sentence: 2333	Doc: essay176
these	I-MajorClaim	I-Arg	Y	SP: 15	Sentence: 2333	Doc: essay176
museums	I-MajorClaim	I-Arg	Y	SP: 15	Sentence: 2333	Doc: essay176
.	O	O	Y	SP: 15	Sentence: 2333	Doc: essay176
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
During	O	O	Y	SP: 16	Sentence: 2334	Doc: essay176
our	O	O	Y	SP: 16	Sentence: 2334	Doc: essay176
trip	O	O	Y	SP: 16	Sentence: 2334	Doc: essay176
,	O	O	Y	SP: 16	Sentence: 2334	Doc: essay176
it	B-Claim	B-Arg	Y	SP: 16	Sentence: 2334	Doc: essay176
is	I-Claim	I-Arg	Y	SP: 16	Sentence: 2334	Doc: essay176
worthwhile	I-Claim	I-Arg	Y	SP: 16	Sentence: 2334	Doc: essay176
for	I-Claim	I-Arg	Y	SP: 16	Sentence: 2334	Doc: essay176
us	I-Claim	I-Arg	Y	SP: 16	Sentence: 2334	Doc: essay176
to	I-Claim	I-Arg	Y	SP: 16	Sentence: 2334	Doc: essay176
visit	I-Claim	I-Arg	Y	SP: 16	Sentence: 2334	Doc: essay176
a	I-Claim	I-Arg	Y	SP: 16	Sentence: 2334	Doc: essay176
museum	I-Claim	I-Arg	Y	SP: 16	Sentence: 2334	Doc: essay176
of	I-Claim	I-Arg	Y	SP: 16	Sentence: 2334	Doc: essay176
a	I-Claim	I-Arg	Y	SP: 16	Sentence: 2334	Doc: essay176
new	I-Claim	I-Arg	Y	SP: 16	Sentence: 2334	Doc: essay176
place	I-Claim	I-Arg	Y	SP: 16	Sentence: 2334	Doc: essay176
.	O	O	Y	SP: 16	Sentence: 2334	Doc: essay176
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
Study	O	O	N	SP: 1	Sentence: 2335	Doc: essay177
at	O	O	N	SP: 1	Sentence: 2335	Doc: essay177
home	O	O	N	SP: 1	Sentence: 2335	Doc: essay177
by	O	O	N	SP: 1	Sentence: 2335	Doc: essay177
using	O	O	N	SP: 1	Sentence: 2335	Doc: essay177
technology	O	O	N	SP: 1	Sentence: 2335	Doc: essay177
/	O	O	N	SP: 1	Sentence: 2335	Doc: essay177
study	O	O	N	SP: 1	Sentence: 2335	Doc: essay177
or	O	O	N	SP: 1	Sentence: 2335	Doc: essay177
traditional	O	O	N	SP: 1	Sentence: 2335	Doc: essay177
school	O	O	N	SP: 1	Sentence: 2335	Doc: essay177
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
I	B-MajorClaim	B-Arg	Y	SP: 2	Sentence: 2336	Doc: essay177
don	I-MajorClaim	I-Arg	Y	SP: 2	Sentence: 2336	Doc: essay177
'	I-MajorClaim	I-Arg	Y	SP: 2	Sentence: 2336	Doc: essay177
t	I-MajorClaim	I-Arg	Y	SP: 2	Sentence: 2336	Doc: essay177
think	I-MajorClaim	I-Arg	Y	SP: 2	Sentence: 2336	Doc: essay177
that	I-MajorClaim	I-Arg	Y	SP: 2	Sentence: 2336	Doc: essay177
technology	I-MajorClaim	I-Arg	Y	SP: 2	Sentence: 2336	Doc: essay177
can	I-MajorClaim	I-Arg	Y	SP: 2	Sentence: 2336	Doc: essay177
replace	I-MajorClaim	I-Arg	Y	SP: 2	Sentence: 2336	Doc: essay177
teachers	I-MajorClaim	I-Arg	Y	SP: 2	Sentence: 2336	Doc: essay177
and	I-MajorClaim	I-Arg	Y	SP: 2	Sentence: 2336	Doc: essay177
classroom	I-MajorClaim	I-Arg	Y	SP: 2	Sentence: 2336	Doc: essay177
.	O	O	Y	SP: 2	Sentence: 2336	Doc: essay177
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
Here	O	O	N	SP: 3	Sentence: 2337	Doc: essay177
are	O	O	N	SP: 3	Sentence: 2337	Doc: essay177
my	O	O	N	SP: 3	Sentence: 2337	Doc: essay177
reasons	O	O	N	SP: 3	Sentence: 2337	Doc: essay177
.	O	O	N	SP: 3	Sentence: 2337	Doc: essay177
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
Studying	B-Claim	B-Arg	Y	SP: 4	Sentence: 2338	Doc: essay177
at	I-Claim	I-Arg	Y	SP: 4	Sentence: 2338	Doc: essay177
home	I-Claim	I-Arg	Y	SP: 4	Sentence: 2338	Doc: essay177
by	I-Claim	I-Arg	Y	SP: 4	Sentence: 2338	Doc: essay177
using	I-Claim	I-Arg	Y	SP: 4	Sentence: 2338	Doc: essay177
technology	I-Claim	I-Arg	Y	SP: 4	Sentence: 2338	Doc: essay177
is	I-Claim	I-Arg	Y	SP: 4	Sentence: 2338	Doc: essay177
convenient	I-Claim	I-Arg	Y	SP: 4	Sentence: 2338	Doc: essay177
.	O	O	Y	SP: 4	Sentence: 2338	Doc: essay177
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
The	B-Premise	B-Arg	Y	SP: 5	Sentence: 2339	Doc: essay177
biggest	I-Premise	I-Arg	Y	SP: 5	Sentence: 2339	Doc: essay177
advantage	I-Premise	I-Arg	Y	SP: 5	Sentence: 2339	Doc: essay177
is	I-Premise	I-Arg	Y	SP: 5	Sentence: 2339	Doc: essay177
that	I-Premise	I-Arg	Y	SP: 5	Sentence: 2339	Doc: essay177
your	I-Premise	I-Arg	Y	SP: 5	Sentence: 2339	Doc: essay177
classroom	I-Premise	I-Arg	Y	SP: 5	Sentence: 2339	Doc: essay177
and	I-Premise	I-Arg	Y	SP: 5	Sentence: 2339	Doc: essay177
instructor	I-Premise	I-Arg	Y	SP: 5	Sentence: 2339	Doc: essay177
are	I-Premise	I-Arg	Y	SP: 5	Sentence: 2339	Doc: essay177
available	I-Premise	I-Arg	Y	SP: 5	Sentence: 2339	Doc: essay177
24	I-Premise	I-Arg	Y	SP: 5	Sentence: 2339	Doc: essay177
hours	I-Premise	I-Arg	Y	SP: 5	Sentence: 2339	Doc: essay177
a	I-Premise	I-Arg	Y	SP: 5	Sentence: 2339	Doc: essay177
day	I-Premise	I-Arg	Y	SP: 5	Sentence: 2339	Doc: essay177
.	O	O	Y	SP: 5	Sentence: 2339	Doc: essay177
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
In	O	O	Y	SP: 6	Sentence: 2340	Doc: essay177
addition	O	O	Y	SP: 6	Sentence: 2340	Doc: essay177
,	O	O	Y	SP: 6	Sentence: 2340	Doc: essay177
you	B-Premise	B-Arg	Y	SP: 6	Sentence: 2340	Doc: essay177
could	I-Premise	I-Arg	Y	SP: 6	Sentence: 2340	Doc: essay177
make	I-Premise	I-Arg	Y	SP: 6	Sentence: 2340	Doc: essay177
your	I-Premise	I-Arg	Y	SP: 6	Sentence: 2340	Doc: essay177
own	I-Premise	I-Arg	Y	SP: 6	Sentence: 2340	Doc: essay177
schedule	I-Premise	I-Arg	Y	SP: 6	Sentence: 2340	Doc: essay177
for	I-Premise	I-Arg	Y	SP: 6	Sentence: 2340	Doc: essay177
completing	I-Premise	I-Arg	Y	SP: 6	Sentence: 2340	Doc: essay177
the	I-Premise	I-Arg	Y	SP: 6	Sentence: 2340	Doc: essay177
requirements	I-Premise	I-Arg	Y	SP: 6	Sentence: 2340	Doc: essay177
of	I-Premise	I-Arg	Y	SP: 6	Sentence: 2340	Doc: essay177
the	I-Premise	I-Arg	Y	SP: 6	Sentence: 2340	Doc: essay177
course	I-Premise	I-Arg	Y	SP: 6	Sentence: 2340	Doc: essay177
.	O	O	Y	SP: 6	Sentence: 2340	Doc: essay177
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
You	B-Premise	B-Arg	Y	SP: 7	Sentence: 2341	Doc: essay177
can	I-Premise	I-Arg	Y	SP: 7	Sentence: 2341	Doc: essay177
study	I-Premise	I-Arg	Y	SP: 7	Sentence: 2341	Doc: essay177
any	I-Premise	I-Arg	Y	SP: 7	Sentence: 2341	Doc: essay177
time	I-Premise	I-Arg	Y	SP: 7	Sentence: 2341	Doc: essay177
you	I-Premise	I-Arg	Y	SP: 7	Sentence: 2341	Doc: essay177
want	I-Premise	I-Arg	Y	SP: 7	Sentence: 2341	Doc: essay177
.	O	O	Y	SP: 7	Sentence: 2341	Doc: essay177
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
However	O	O	Y	SP: 8	Sentence: 2342	Doc: essay177
,	O	O	Y	SP: 8	Sentence: 2342	Doc: essay177
if	B-Premise	B-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
you	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
aren	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
'	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
t	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
extremely	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
dedicated	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
or	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
have	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
good	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
time	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
management	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
skills	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
,	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
it	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
may	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
be	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
very	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
difficult	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
to	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
complete	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
a	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
course	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
at	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
home	I-Premise	I-Arg	Y	SP: 8	Sentence: 2342	Doc: essay177
.	O	O	Y	SP: 8	Sentence: 2342	Doc: essay177
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
First	O	O	Y	SP: 9	Sentence: 2343	Doc: essay177
,	O	O	Y	SP: 9	Sentence: 2343	Doc: essay177
attending	B-Premise	B-Arg	Y	SP: 9	Sentence: 2343	Doc: essay177
an	I-Premise	I-Arg	Y	SP: 9	Sentence: 2343	Doc: essay177
education	I-Premise	I-Arg	Y	SP: 9	Sentence: 2343	Doc: essay177
course	I-Premise	I-Arg	Y	SP: 9	Sentence: 2343	Doc: essay177
at	I-Premise	I-Arg	Y	SP: 9	Sentence: 2343	Doc: essay177
home	I-Premise	I-Arg	Y	SP: 9	Sentence: 2343	Doc: essay177
requires	I-Premise	I-Arg	Y	SP: 9	Sentence: 2343	Doc: essay177
persistence	I-Premise	I-Arg	Y	SP: 9	Sentence: 2343	Doc: essay177
and	I-Premise	I-Arg	Y	SP: 9	Sentence: 2343	Doc: essay177
patience	I-Premise	I-Arg	Y	SP: 9	Sentence: 2343	Doc: essay177
.	O	O	Y	SP: 9	Sentence: 2343	Doc: essay177
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
Especially	O	O	Y	SP: 10	Sentence: 2344	Doc: essay177
when	B-Premise	B-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
you	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
don	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
'	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
t	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
have	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
an	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
instructor	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
there	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
to	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
guide	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
you	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
,	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
it	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
is	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
up	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
to	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
you	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
to	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
make	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
sure	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
that	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
you	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
understand	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
and	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
complete	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
all	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
course	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
requirements	I-Premise	I-Arg	Y	SP: 10	Sentence: 2344	Doc: essay177
.	O	O	Y	SP: 10	Sentence: 2344	Doc: essay177
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
Students	B-Claim	B-Arg	Y	SP: 11	Sentence: 2345	Doc: essay177
may	I-Claim	I-Arg	Y	SP: 11	Sentence: 2345	Doc: essay177
raise	I-Claim	I-Arg	Y	SP: 11	Sentence: 2345	Doc: essay177
questions	I-Claim	I-Arg	Y	SP: 11	Sentence: 2345	Doc: essay177
and	I-Claim	I-Arg	Y	SP: 11	Sentence: 2345	Doc: essay177
they	I-Claim	I-Arg	Y	SP: 11	Sentence: 2345	Doc: essay177
may	I-Claim	I-Arg	Y	SP: 11	Sentence: 2345	Doc: essay177
have	I-Claim	I-Arg	Y	SP: 11	Sentence: 2345	Doc: essay177
problems	I-Claim	I-Arg	Y	SP: 11	Sentence: 2345	Doc: essay177
of	I-Claim	I-Arg	Y	SP: 11	Sentence: 2345	Doc: essay177
understanding	I-Claim	I-Arg	Y	SP: 11	Sentence: 2345	Doc: essay177
some	I-Claim	I-Arg	Y	SP: 11	Sentence: 2345	Doc: essay177
specific	I-Claim	I-Arg	Y	SP: 11	Sentence: 2345	Doc: essay177
topics	I-Claim	I-Arg	Y	SP: 11	Sentence: 2345	Doc: essay177
or	I-Claim	I-Arg	Y	SP: 11	Sentence: 2345	Doc: essay177
subjects	I-Claim	I-Arg	Y	SP: 11	Sentence: 2345	Doc: essay177
.	O	O	Y	SP: 11	Sentence: 2345	Doc: essay177
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
