	Sentence	Argument
3126	 Television and movies also make people to spend more time on their couch than with their family and friends , especially children .	1
3127	 They communicate less with their parents because a lot of their time is used watching television and movies .	1
3128	 When people are watching television or movies together , they also talk less to each other , compare to when playing social games , such as parlor games , together .	1
3129	 Television and movies nowadays contain a lot of advertisements .	0
3130	 These advertisements build ideal images that make people to feel bad about themselves and want to be more like these images .	1
3131	 When people see beautiful women and men on the advertisements , they think that they are ugly .	1
3132	 Thus they spend a lot of money to buy a lot of beauty products or go to gym to get better appearance or body .	1
3133	 When a cool hero characters in a movie smokes and yet a lot of people like him , then people who idolize him may also begin to smoke although they don ' t prefer it .	1
3134	 I think television and movies are entertaining but most of the time they influence people ' s behavior in bad ways .	1
3135	 If you want to stay healthy , be yourself and spend time with your family and friends , then you should spend less time watching these media .	0
3136	 Reasons why travelers visit Museums ?	0
3137	 Many people like to visit museums when they travel to new places , other people don ' t like to visit museums .	0
3138	 I personaly tend to visit museums when I ' m in a new place because it ' s good for me know about the culture , tradition and history of other places .	1
3139	 The first reason why people are willing to visit museums when they travel to a new territory is that museums provide a tremendous amount of information about different aspects of the history and culture of that place , as I said back .	1
3140	 And also taking the chance for making friends .	1
3141	 Visit museums can bring you the opportunity to establish relations and knowledge to participate in conversations .	1
3142	 And that kind of knowledge speaks very highly of you .	1
3143	 However , other people visit museums are the most boring expirience of a trip .	1
3144	 My cousin Pedro literaly hates to visit museums but he really enjoyed his visit to the famous London - Madame Tussaud museum , it was kind of art entertainment but also that visit helped him to understand the artist works , and in addition he started to respect and admire other types of arts that offers in other museums .	1
3145	 In coclusion , the museums are a visual source to know the history , tradition and culture of any place in the world .	1
3146	 I think it ' s fun and educational .	1
3147	 A man ' s manner is a mirror that reflects his virtues	0
3148	 Once a celebrity said : A man ' s manner is a mirror that reflects his virtues .	0
3149	 Recently , the social environment we lived with busy noises and crowded spaces in case that people pay less attentions on their behaviors and manners .	0
3150	 They are being rude towards others .	0
3151	 Due to this phenomenon , someone suggests that we should not expect people to be polite to other .	0
3152	 Obviously , I do not agree with such kind of altitudes , the explanations I explored would be stated as following .	0
3153	 First of all , a person with good manner will give others a fine personal impression .	1
3154	 Through those impressions , a person was easily to get acquired with others and blended with the community that surrounded him as soon as possible .	1
3155	 For example , I worked in a new company , if I am a guy with good manners and treating everyone well , my new colleagues will accept me , even then I will be approved by the employers .	1
3156	 In opposite situation if I am being rude , I can not get along well with each other .	1
3157	 Finally , I will be fired and have no other choice but lost my job .	1
3158	 Secondly , people will get respect from politeness within each other .	1
3159	 Politeness and tender words not only can help the speaker to earn a good reputation but also that encourage the listeners who were in need .	1
3160	 A successful corporation must have a relationship with respect and pleasure .	1
3161	 There are many more facts have improved that people with politeness are easily to be succeed , because from their behaviors , they made their partners or opponents to find their own individual dignity .	1
3162	 Finally , the society needs a civilized environment and orders .	1
3163	 And a degree of social civilization depend on its people ' s qualities .	1
3164	 In order to create a better living environment for ourselves and our offsprings , our behaviors must be asked with politeness and good manners .	1
3165	 Benefit from those effective measures , there may be an obvious effect on the reducing of criminal rate .	1
3166	 All in all , I suppose that people should be polite to others in a such busy and crowded world .	1
3167	 Your job has more effect on your happiness than your living environment does	0
3168	 With the development of the economy , people become more and more rich .	0
3169	 They start to pay attention to mental requirement like happiness .	0
3170	 While I accept that job can offer happiness to some people , I believe that living environment is more important than job for most of us .	1
3171	 Admittedly , job can bring us happiness .	1
3172	 People can receive a sense of values and respected from job .	1
3173	 If people receive respect from others , they will feel achievement and self - confidence .	1
3174	 In addition , job can provide money to us .	1
3175	 However , people should concern more about their living environment than job .	1
3176	 First , for most of us , job is only a tool to maintain our lives .	1
3177	 Few people can feel happiness from their job because they have to continue to work more than 30 years .	1
3178	 For example , Workers in the FOXCONN factory , which is the main manufacture of APPLE Company , just repeat one action more than 8 hours every day .	1
3179	 These labor works cannot provide workers with a lot of happiness because they feel tired and frustrated after long hour work .	1
3180	 Second , beautiful environment is one of basic physiological needs , which are the most fundamental requirements for people .	1
3181	 Without beautiful environment , people are not able to feel happiness and will fell anxiety .	1
3182	 Nowadays , the fast development of economy is gradually destroying our environment very quickly .	1
3183	 Factories released a huge amount of wasters into river and soil .	1
3184	 In order to build city and factory , people destroy huge forests .	1
3185	 In China , some residents who live in nearby some toxic factories became sick because these factories release a lot of toxic water and wasters into environment around people .	1
3186	 Even though local residents benefits from an increasing number of jobs which are provided by those factories , they cannot feel happiness from high - paying job yet because most of them suffer from cancer or other diseases .	1
3187	 In conclusion , it is far better to protect our living environment rather than focus on job or work since the goal people is for good livers .	1
3188	 Television has more bad than good in respect of bonds with family and friends	0
3189	 There are many interesting programs on television which anyone can enjoy at little cost .	0
3190	 Compared to other hobbies such as going to theater or going to sports stadium , it is a very cost - effective hobby that gives viewer quiet a few indirect experiences .	0
3191	 However , from my point of view , television has more bad than good because it has made people not to have conversation each other .	1
3192	 To begin with , television shows make people forget what is really important .	1
3193	 One who has favorite programs tends to be obessed with them when they are on air .	1
3194	 Thus , they cannot make appointment or go out with their family or friends at that time since they think the programs are so crucial to their lives .	1
3195	 One of my friends , for example , once cancelled an appointment to play basketball with in order to watch the favorite television show Infinete Challenges .	1
3196	 This is not only about basketball , but also about our friendship , which depends on how often we meet and have a chance to talk to each other .	1
3197	 That is , watching television alone at home , my friend lost the opportunity to increase cohesion between us .	1
3198	 Moreover , even when people watch television together , there is no chance for them to have conversation in front of television .	1
3199	 Watching television program together is not that different from watching same program alone .	1
3200	 Thus , it is not good for them to watch television if they want to improve their sense of closeness .	1
3201	 To illustrate my point , it is reported that most of people don ' t converse with their family when they are watching television together .	1
3202	 It is natural they behave in that way because television shows don ' t require any participation .	1
3203	 In conclusion , I firmly believe that it is detrimental to communication among members in group , family or friends or whatever , to sit in front of television and just stare forward .	1
3204	 It is because television not only makes people be obsessed with it but also makes their mouth close .	1
3205	 Haste makes waste	0
3206	 This saying is stating that every fast and not well thought decision is a wasted one .	1
3207	 In my opinion , this statement is completely true , for these few reasons :	0
3208	 For one thing , making a quick decision means that it ' s not very thought out , and that it hasn ' t been checked from all its aspects .	1
3209	 Consequently , making quick decisions leads to probable bad results .	1
3210	 For example : if someone decided to quit his job without really thinking about the alternative , or a plan B , he could end up being unemployed , because of his speedy decision .	1
3211	 In addition , making a rushed decision could also mean that the person is missing out on a potential opportunity .	1
3212	 In another word , if this person had waited and thought his decision through he wouldn ' t have missed out on the job opening in the same firm , but at a different position .	1
3213	 Hence , he wouldn ' t have been unemployed .	1
3214	 Not to mention , that hasty decisions , not only goes to waste , but also , could affect the entire life of the person .	1
3215	 To put it differently , is that after this person has quit his job and became unemployed , he can no longer pay his bills nor buy what he needs for his everyday needs , thus , his life had taken a turn to the worst .	1
3216	 As can be seen from this , is that a hurried decision is almost never a good one .	1
3217	 That ' s why one should always study his decision carefully and slowly , to ensure that the decision that the person is making is the best for him .	0
3218	 People are now able to overcome long distances in a short amount of time	0
3219	 Nowadays the automobile is one of the most significant forms of transportation in everyday life .	0
3220	 Many people own cars and use them daily , which clearly shows how important they are .	0
3221	 Generally speaking , I definitely agree with the statement that cars have improved modern life , for several reasons .	1
3222	 Firstly , people are now able to overcome long distances in a short amount of time , which leads to numerous advantages .	1
3223	 For example in relationships .	0
3224	 Many people are now able to maintain relationships over great distances because they can visit each other regularly by using their vehicle .	1
3225	 From my personal experience I recall that my car has always been a great help to see my childhood friends very often although I lived in another city .	1
3226	 I was also able to establish a relationship with a man living 89 kilometers away .	1
3227	 Thanks to my car we could see each other at the weekends and are still a happy couple today .	1
3228	 Without my automobile we would probably not have been able to develop a relationship .	1
3229	 In addition , cars increase the chance of employment because people are able to drive to work and can work further away from home .	1
3230	 Furthermore , they are more flexible .	1
3231	 My father for example has always been working all around Germany and because of that earned more money .	1
3232	 He used his car to drive to the other end of the country , worked there during the week and came home for the weekend .	1
3233	 If he had no car , he wouldn ' t be able to see his family at the weekends so for him his automobile is a great benefit - not only in financial but also in social terms .	1
3234	 Finally , the automobile allows people to travel more often and thus get to know the world .	1
3235	 If people do not own cars they are likely to stay in their hometown or village most of their life .	1
3236	 They are mainly using public transport and are thus limited in accessing certain areas .	1
3237	 There are still places in nearly every country in the world that cannot be reached by public transportation and can only be visited by car .	1
3238	 As a result , people who own a vehicle have greater access to more places and will see more of the world .	1
3239	 In conclusion , the above stated reasons clearly outweigh the fact that cars cause a lot of pollution because they provide flexibility , which is important in nearly all areas of life .	1
3240	 Travelling , social life and employment are highly dependent on the flexibility of a person and there is nothing in the world that makes more flexible than an own car .	1
3241	 Choosing the job that is similar to parents ' jobs could benefit to one ' s career	0
3242	 When choosing a job , one need to consider it thoroughly .	0
3243	 Whether to choose a job which is similar to parents ' job or not , different people may hold different opinions .	0
3244	 As far as I am concerned , I think choosing the job that is similar to parents ' jobs could benefit to one ' s career .	1
3245	 First of all , as parents are involved in the same environment , they could thus support much more to their children , such as domain knowledge and industry - related information .	1
3246	 For example , my father is a software programmer , and he indeed teaches me a lot in programming and some computer knowledge .	1
3247	 Whenever I met a difficulty , I would reach him for consulting .	1
3248	 Because he has many experiences , I could save enormous time in finding solution .	1
3249	 This truly makes me more competitive than my colleagues .	1
3250	 If I worked in the different field from my father , I would have faced much difficulty than I do now .	1
3251	 Nevertheless , since parents have worked in tens of years , they have accumulated a rich network in a certain industry .	1
3252	 They have a deep insight in it and could provide much support to their children .	1
3253	 For instance , they know which company has better welfare or provides better education .	1
3254	 Moreover , their friends in the same industry can even help to write recommendation letters to some certain companies .	1
3255	 It is undoubted that a good recommendation letter is extraordinary important in this competitive society .	1
3256	 When others are still struggling in preparing their resume , one with a good recommendation letter has already passed the first stage in the interviewing process .	1
3257	 Some may argue that as time is different , the condition of job market is completely different .	1
3258	 Therefore , choosing a job similar to one ' s parents ' is not always a correct decision .	1
3259	 I agree with this opinion to some extent , but when it comes to the trend , no one can predict it correctly .	1
3260	 The condition of job market changes enormously fast like a flash , so that there is no way to predict any job can be popular for 30 years or more .	1
3261	 In considering whether one should choose a job similar to his or her parents ' , I have mentioned a few reasons that one can get more support from his or her parents if they are in the same industry .	1
3262	 I believe parents can lead their children to a more smooth career path .	1
3263	 Should parents limit their children watching TV to make them do well in school ?	0
3264	 In 19th century , television is one of an significant inventions and has become a indispensible appliance in every house .	0
3265	 For its accessible and containing fancy programs , television attracts audiences from a wide range of age and background .	0
3266	 Children , who are addicted to TV , causes broad argument about whether they should be limited in watching television in amount of time .	0
3267	 As far as I am concerned , I agree with that children should be forbidden in watching television or movies excessively .	1
3268	 First of all , children generally have weak self - control , and thus they lose their time easily .	1
3269	 Watching TV for a long time without doing homework is one of major headaches that most of children have brought to their parents .	1
3270	 I , in my childhood , was just a typical case .	0
3271	 Whenever I back to home from school , the first thing I would do is turning on the television and sit there for hours .	1
3272	 I could watch TV for hours , but I could hardly sit in front of my desk to do homework for few minutes .	1
3273	 I could memorize all channels that TV programs was playing , but I could barely memorize any word on the textbook .	1
3274	 I , therefore , did extremely bad at school due to the lack of studying .	1
3275	 Moreover , sometimes programs on TV are full of violence and sex which are harmful to children .	1
3276	 Children are not mature enough to make a judgment of what is good or bad , therefore they are likely to imitate the behaviors on TV out of their curiosity .	1
3277	 Recently , more and more children smoke because they imitate actors ' behaviors on TV or movies .	1
3278	 What ' s even worse , according to some statistics , there are more and more children have violent tendency , and the reports attribute this to TV programs and movies .	1
3279	 It is obvious that there are many programs on TV or movies that are harmful to children in metal and physical health .	1
3280	 How can anyone expect children could do well at school if they have those abnormal behaviors ?	0
3281	 Admittedly , in concerning the social relationship with peers , some may support that children should watch TV and movies for their rich contents that could give children some topics in conversation .	1
3282	 I agree with this viewpoint to some extent .	0
3283	 However , it doesn ' t mean that children should do it overtime and without being taken care what they are watching .	1
3284	 In considering whether the time children watching on TV or movies should be constrained , I hold a strongly positive point of view toward this issue .	1
3285	 Because children are poor at time management , and are less mature to make a good judgment , they cannot be too serious to be taken care when watching TV and movies .	1
3286	 Should we pay professional athletes ( entertainers ) a high salary ?	0
3287	 Professional athletes and entertainers earn a huge amount of money that is hard to imagine .	0
3288	 Most of the people spending their whole life can never achieve this .	0
3289	 This salary gap between those famous people and us leads to a question - do those professional athletes and entertainers deserve this money ?	0
3290	 From my prospect , I believe that they do deserve this high payment .	1
3291	 First of all , a worker ' s salary can properly reflect his / her competence and value on his / her career .	1
3292	 Therefore , those who are paid high salaries must exceed others and achieve something incredible in certain ways .	1
3293	 They are not paid for no reason .	1
3294	 As we are now live in a competent world , we must show ourselves to be great enough so as to convince the employer that we deserve a better payment .	1
3295	 It ' s all the same in every profession .	1
3296	 That ' s why the richest athletes usually correspond to the greatest athletes in their fields , namely Michael Jordan or Tiger Woods .	1
3297	 Second , such high salaries can also guarantee and support the athlete ' s great performances .	1
3298	 Most of us only see the luxurious side of a rich athlete and ignore how may difficulties they ' ve gone through and how much cost they ' ve thrown into investing themselves .	1
3299	 They shall reap within their high salaries .	1
3300	 In other words , if they are not paid high enough in order to conform to their performances , there might not be such brilliant performances for us to be amazed .	1
3301	 Some people might argue that the gap between the rich athletes and normal people is so huge that it seems to be unfair .	1
3302	 However , in my opinion , as long as everyone has equal chances to pursue his / her dreams and careers , that would be fair .	1
3303	 Fairness is not about equal payments for everyone , but equal chances to acquire the same goal or accomplishment .	1
3304	 In conclusion , high salary for athletes is what they deserve in accordance with their own achievements and also a guarantee for quality performances .	1
3305	 It is a positive encouragement for many more talented people to contribute to the world of athletics and entertainment , giving us awesome performances to enjoy .	1
3306	 People who can ' t accept others ' criticism can ' t succeed in group working	0
3307	 In everyday life we encounter different people , and we receive different opinions about us or our works , no matter positive or negative .	0
3308	 It might be easy to take praises but hard to accept criticism .	0
3309	 Therefore , here goes the point that people who can ' t accept others ' criticism can ' t succeed in group working .	1
3310	 Personally , I agree with this statement .	0
3311	 First , the core of group working is consensus .	1
3312	 It ' s the idea that everyone ' s opinion accounts .	1
3313	 In group works , group members gather together to have brain - storming discussion , think over every possible solutions and then finally reach an agreement .	1
3314	 In this long process of discussion , there must be different opinions sparkling out .	0
3315	 It doesn ' t work if one member solely insists on his / her idea and doesn ' t take other member ' s criticism because the work belongs to every member , not a personal show for specific one member .	1
3316	 It ' s every member ' s duty to respect other ' s opinion .	1
3317	 Second , taking criticism is a virtue as you take someone ' s opinion that is against you .	1
3318	 Even if you are not working in a group , you still need to take others ' criticism .	1
3319	 Criticism definitely hurts because it points out your drawbacks and forces you to confront them .	1
3320	 However , criticism can help you detect those drawbacks and fix them if you are willing to take it .	1
3321	 Those who don ' t even take a word of criticism will eventually lose chances to get improved .	1
3322	 In other words , if you can ' t take any criticism , not only will you fail in cooperating with other people , but also get defeated in personal works .	1
3323	 As one Chinese idiom goes : The good medicine tastes bitter .	1
3324	 Criticism might be the most powerful solution to heal .	1
3325	 However , some people might ask : what if the criticism proves to be wrong ?	0
3326	 What if that I was at first right but the seemingly reasonable criticism led me to the wrong direction ?	0
3327	 Doesn ' t insistence also a good character ?	0
3328	 In my point of view , even if you are right , criticism is still helpful because in this case it not only is a fixer , but it also serves as a practice to test you how much you know about your work .	1
3329	 Taking criticism doesn ' t necessary mean that you have to take it all .	1
3330	 You should have your own judgments too !	1
3331	 And it ' s kind of art to make the best use of criticism .	1
3332	 In conclusion , criticism is essential especially in group working but in other occasions we still need criticism .	1
3333	 It ' s just like a picky mirror through which we can see the bad side of us and thus try to become more beautiful and confident .	0
3334	 How teachers can make the subject interesting to students !	0
3335	 There are many ways of teaching .	0
3336	 Some people believe that strictly and carefully presenting theories in the class is the best way of teaching , while others assert that involving applications on that theory will be more convincing .	0
3337	 In my opinion , I agree with the second idea that the best way for teachers to make students more interested in a subject is to explain how that subject can help and apply to their lives outside school .	1
3338	 First of all , by explaining how the subject contributes to daily life , students will have vivid impression on that subject thus become more interested and active in acquiring the knowledge on that subject .	1
3339	 Take chemistry for example , merely memorizing the names of the substances and the structural formulas seems to be very boring , while representing where and how those chemical reactions really happen near students will raise their curiosity and lead them to digest those theories learned from the class .	1
3340	 While I was in senior high school , my chemical teacher once showed us how the detergent dissolves oil by an experiment and later on taught us how to describe this process with formal structural formulas .	1
3341	 This type of learning method is more fun and eventually the results are good .	1
3342	 I connected the visual images of that experiment with the formula and I barely forget , even though now I ' m not studying chemistry anymore .	1
3343	 Second , by bridging the theories with daily life events , students are given the chance to apply knowledge to their lives and develop their own ability of problem - solving .	1
3344	 This will address students ' interests because it ' s the assignment that needs real life participation .	1
3345	 For example , in law class , students are informed their rights and duties and they are taught how they can apply law to different situations that might happen upon them .	1
3346	 When any one of the situations occurs , they can think independently and figure out how to react .	1
3347	 In conclusion , using life experiences and examples to demonstrate the knowledge on a subject is an effective way to attract students ' attention and keep them eager on learning , not only because it reinforces students ' impression on the knowledge but also invites students to practice the knowledge out on their own .	1
3348	 Environmental protection vs Economic developments	0
3349	 Environmental protection and economic developments might be the biggest issues in the 21st century .	0
3350	 They are both important because they are vital to human ' s future and welfare .	0
3351	 However , since the budget and the recourse are limited , governments must choose between these two issues .	0
3352	 In my opinion , I believe that tackling down environmental problems is of the first priority rather than economic developments .	1
3353	 The following are reasons why .	0
3354	 First , environmental protection is far more urgent than economic developments .	1
3355	 All the living creatures live together on our mother Earth and she is the only one .	1
3356	 Without Earth , whatever great civil constructions and economic achievements will end up in vain because we will all perish as she ' s gone .	1
3357	 Just like a man that needs a healthy body , all the living creatures as a whole needs a strong planet as well .	1
3358	 Second , the influence on environmental problems are boarder and more profound than economic issues .	1
3359	 Environmental problems are global rather than local , which means that no countries can be spared from these problems .	1
3360	 Take global warming for example , when the temperature increases , the whole globe is affected , suffering the hotter weather together .	1
3361	 The melting ice mountain not only jeopardizes habitats of animals living in the polar region , but its effects of the rising sea level also endangers the residents living in the small island near the equator , since the rising sea water could drown them .	1
3362	 Environmental issues can not be divided by nationality because all humans are simply entwined together by our only home - Earth .	1
3363	 Some people might argue that economic issues are global and critical as well thus can not be put aside .	1
3364	 They may say that if the economic is in a very bad situation , people would revolt instantly , while environmental problems seem to be more like chronic diseases that would not burst out right away .	1
3365	 However , the truth is that we ' ve been encountering so many sighs and warnings of global climate anomalies and other environmental crisis right now .	1
3366	 It would be unwise to still deny the truth and keep focusing on economic developments and unfortunately , usually the economic developments are even the causes of environmental damages .	1
3367	 In conclusion , environmental conservation is more essential than economic developments in the aspects of urgency and ranges of influence .	1
3368	 As mentioned in the second paragraph , how can a man live happily if he is unhealthy ?	0
3369	 Similarly , how can we live safely and joyfully when our home is devastated by , ironically , by ourselves ?	0
3370	 University students should attend classes or not ?	0
3371	 In university education , students are given much independence in the ways of learning .	0
3372	 Some students still rely on classes to keep up with the courses , while some students don ' t feel the need to attend classes because they believe that they can handle the exams .	0
3373	 These different ideas of learning methods lead to a question whether it is necessary for university students to attend the class as long as they can pass their examinations .	0
3374	 In my opinion , I believe that students should always attend class no matter what the outcome of the exam is .	1
3375	 First , in terms of learning , attending class is more effective than simply studying alone to pass the exams .	1
3376	 Classes are designed diligently for the students and professors absolutely bear more knowledge than the students .	1
3377	 Professors not only have the knowledge , but also equip with experiences , knowing how to guide their students toward their academic achievements .	1
3378	 Second , it ' s students ' basic responsibility to attend class .	1
3379	 Attending class is the most persuasive way for the students to show respect to the professor as well as themselves .	1
3380	 Many professors grade their students with class attendances .	1
3381	 In other words , class attendances are regarded as critical as examination performances .	1
3382	 Those who even achieve high scores on exams could fail if they didn ' t show up in the classes .	1
3383	 Some people might argue that if students already understand the contents on the class enough to pass the exams or they can study the course on their own .	1
3384	 Why wasting time going to classes ?	0
3385	 Doesn ' t self - study more efficient ?	0
3386	 However , in my opinion , this is a rather immodest way of thinking .	1
3387	 I believe that professors can always give students more than students themselves could because of the experiences and their qualifications as professors .	1
3388	 Besides , even if students believe that they are so brilliant to surpass their professors , they can still go to the classes to discuss with professors and classmates .	1
3389	 In conclusion , students can learn more thoroughly as well as showing respect for professors and themselves through attending classes .	1
3390	 It ' s an essential learning process .	1
3391	 Passing the exams is not the terminal purpose of learning .	0
3392	 The learning process itself , however , is the most important and powerful way of evaluating a student .	0
3393	 Sometimes it is good to learn with a teacher and sometimes on my own	0
3394	 Different people prefer different styles of learning .	0
3395	 I think both learning by myself and learning with a teacher could be helpful .	1
3396	 Learning with a teacher can prevent one from being confused and increase the rate and speed of learning .	1
3397	 Another important point is that for practical subjects you have to have a teacher .	1
3398	 On the other hand , sometimes I would rather learning on my own .	1
3399	 A good and experienced teacher can help me learn faster and easier .	1
3400	 Sometimes when learning a course by myself which is hard and confusing to understand and has few sources available , I get discouraged after spending a lot of time .	1
3401	 In this situation , I ' ll look for a teacher and request for help from him or her .	1
3402	 And then he or she will teach me the course efficiently in a short time and therefore I will learn faster and better and won ' t get discouraged and confused .	1
3403	 There are some practical subjects that you can only learn them with a teacher or an instructor .	1
3404	 For example , if you want to learn driving a car or some jobs like medicine and engineering and some sports like skiing and swimming , you ' ll have to find a teacher .	1
3405	 It ' s almost impossible and inefficient to learn those things on your own .	1
3406	 By the way , if you are going to learn some things by yourself , you may learn and understand them incorrectly !	1
3407	 For example , from my own experiences , after I had started learning playing the guitar without a teacher , I got used to wrong habits regarding strumming and tempo , but after finding and learning with a tutor and identifying and eliminating those incorrect habits , I was able to play properly .	1
3408	 There are some things that I prefer to learn them without a teacher because I won ' t have to spend extra money for a teacher and my time will not be wasted either because of going to classes .	1
3409	 In today ' s world there are many great and useful sources available like books , electronic books , the internet and TV and satellite .	1
3410	 I can utilize them as tutorials for many things .	1
3411	 For instance , I can learn English or other languages by a lot of helpful books and many online websites .	1
3412	 In sum , sometimes it is good to learn with a teacher and sometimes on my own .	1
3413	 In my view , both can help and each of them has its own advantages and disadvantages .	1
3414	 Once you are unique enough , you are already on the way to success	0
3415	 Achieving success is everybody ' s goal for life and there are absolutely many different directions that can lead people to success .	0
3416	 Some people choose to be normal to wait for chances , while some other people prefer to be different from everyone else .	0
3417	 Which one is the promising way to succeed ?	0
3418	 In my opinion , I believe that once you are unique enough , you are already on the way to success .	1
3419	 First , being positively different from everyone else usually means that you ' ve achieved something that is superior than others .	1
3420	 As living in a competent world , we are like playing a survival game .	1
3421	 Only who has the sharpest weapon can survive .	1
3422	 If you don ' t make yourself outstanding enough or you fail to distinguish yourself from others , you will be easily replaced and eliminated by someone who is better than you .	1
3423	 Take myself for example , when I was in college , I was always chosen to be the presenter of group report because I was the only one in my group who could present the report thoroughly and fluently .	1
3424	 Second , being unique can create your own value which can never be taken by others .	1
3425	 In other words , once you are special and unique , pursuing success is a matter of actively creating the fashion rather than passively waiting for other people to recognize and appreciate you .	1
3426	 Take the most popular and prestigious technology company - Apple - for example .	1
3427	 The reason why it gains such a tremendous success is because it achieves some brilliant qualities that can never be caught up by other competitors .	1
3428	 It has its operating systems that can run smoother than any other companies and its design always wins the popularity among consumers .	1
3429	 It is the uniqueness of Apple design that creates its own value .	1
3430	 In conclusion , being different and unique is the better way to achieve success .	1
3431	 It not only shows your competence but also creates your own value , making you take the lead in your way towards success .	1
3432	 Younger school children should study art and music	0
3433	 Undoubtedly , math , language , science and history are all extremely important subjects in student ' s education since these subjects provide students the basic understanding of the world .	0
3434	 Therefore , some people assert that there is no need to learn other subjects for younger students .	0
3435	 Nevertheless , the art and music , from my point of view , are also essential for younger student ' s future life because those subjects help students learn this planet from another perspective and they can release people from the enormous pressure nowadays .	1
3436	 In this case , I would definitely agree that the art and music should be required to study .	1
3437	 First of all , art and music would broaden student ' s horizon and therefore make them thoughtful .	1
3438	 It is well known that the art and music are not bound by country border , and they are something that is shared by the people from every parts of this world and is symbols of various cultures .	1
3439	 Under this circumstance , learning art and music enables students to appreciate the fruits of eminent artists and musicians and to feel the fascination of different cultures .	1
3440	 For instance , students are able to feel the greatest music masterpiece in Euopren as the symphony of destiny - Beethoven ' s most notable workpiece is played .	1
3441	 In addition , studying art and music is also the appropriate outlets of stress and superb ways to relax .	1
3442	 Obviously , with the improvement of life rhythm , people have currently suffered too much pressure from their studies or jobs , and these pressure are likely to destroy one person if he cannot find a way to emancipate himself .	1
3443	 Art and music are , of course most accessible tools for modern people to liberate themselves from the extremely stressful life .	1
3444	 When enjoying one piece of brilliant paintings , such as the Mona Lisa , people would put all their pressure down on the ground and just think about what the most proficient and mysterious smile in this world stands for .	1
3445	 At this moment , they would totally involve in the ocean of art and their stressful nervous would be relieved .	1
3446	 Apparently , this sense towards art is built on the initial study on the art .	1
3447	 Admittedly , the study of art and music is supposed to rely on younger student ' s own interest .	1
3448	 The education of art and music would not work if students resist it .	1
3449	 Thus , the school should replace some basic science class with some art and music class in order to cultivate student ' s interest of art without adding extra study pressure .	1
3450	 In a nutshell , in the modern society , since understanding of the lengthen and depth of the world is important and meanwhile people have burdened excessive pressure , younger students ' art and music education should not take the second place .	1
3451	 Challenges are different from generation to generation	0
3452	 While debating about generation issues , people always have different opinions .	0
3453	 Some people believe that little things changed through generation , while others claim that generation differences are presented in every way .	0
3454	 In my opinion , I believe that every prospective between generations alters and especially the challenges for this generation are significantly different from the last generation .	1
3455	 First , under globalization and industrial integration , the work - related challenges for this generation are getting more complicated and challenging .	1
3456	 The successful people are those who can quickly respond to this rapid - changing world .	0
3457	 In the past , focusing on one skill was enough to deal with the problems because every industry was rather small in size and simple to manage .	1
3458	 However , as those industries expand and become internationalized , people are required to equip with multiple skills to answer those challenges .	1
3459	 For example , now there are more chances to do business with people around the world , so besides one ' s own profession , language ability is essential as well .	1
3460	 For another example , financial crimes are rampant in the 21st century , thus surging up demands for those who excel at both laws and financial management .	1
3461	 Second , this generation is encountering the self - recognition issue which could not be experienced by the previous generation .	1
3462	 The past generation was given less freedom and was usually asked to follow the paths their parents had prepared for them .	1
3463	 In contrast , young people in this generation are exposed to more creative ideas and rather think individually .	1
3464	 They are eager for finding who they are and what they really want .	1
3465	 It is fortunate that they can struggle with these sweet worries and these worries are indeed never easy for them .	1
3466	 They have to make decisions between so many possibilities and they are responsible for taking the consequences .	1
3467	 In conclusion , challenges for this generation are more complicated and diverse than the past generation , whether in career or in self - identification .	1
3468	 It is hard to judge which generation ' s problems are more difficult but it is no doubt that until the next generation , there will be whole new challenges waiting for the next youngsters .	1
3469	 Whether it is better to have broad knowledge or not	0
3470	 Views differ considerably when it comes to the issue of whether having broad knowledge of many academic subjects is better than specializing in one specific subject .	0
3471	 Some people believe that having a broad knowledge can give you a higher chance to success , while others think that professional in a specific subject is the key to enroll a success .	0
3472	 Both of the opposite arguments appear to be somewhat convincing and stand to reason .	0
3473	 As far as I am concerned , having a large scale of different knowledge is the key to success .	1
3474	 The following will present my points .	0
3475	 First of all , when one knows different region ' s works , it will help one to get a friend much easier .	1
3476	 For example , I worked in a large company , which has many different departments .	0
3477	 I was in the Management Information System department .	0
3478	 What we do every day is to solve the problem that our clients asked in the phone .	0
3479	 While some of the problems are the Engineering department ' s part , I went there and discussed with the colleagues there , since I have studied some of the engineering courses .	1
3480	 It is much easier for us to contact than any other person in my department , which made me popular there , and much easier to get the help that I need .	1
3481	 Second , when you want to translate your major , it is important to know some of the things about different fields .	1
3482	 Take my cousin Jeff and his friend as an example .	0
3483	 They majored in financing when they were in college .	0
3484	 But , they decided to enroll in the art system after graduated .	0
3485	 Thanks to Jeff ' s hard working during his leisure time , he learned a lot about the history of art .	1
3486	 Things ended up that he joined in a great team , while his friend who only knew financing issues can do nothing but worked in a bank .	1
3487	 Although I agree with the idea that knowing different fields is important .	0
3488	 I think I still have to point out that there are some different points of view .	0
3489	 People who hold different opinion may argue that if one can ' t success one ' s own major , what else things he can do in different filed .	1
3490	 Of course , it may be true when talking about this topic .	0
3491	 However , what if one finally find out him or her has the talent in other filed .	1
